رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
اندیس_سنگ_تزئینی_وردنجان	جفenesis	سنگ_آهک
مهره‌داران	پناهگاه_authority	1812
پیرانا	ویرایش	جو_دانته
فجر_اف._3	تاریخ_معرفی	ایران
کوندور_فلوگدینست	فرودگاه_هدف	مخابر
ناسیونال	موسس_باشگاه	گروهی_از_دانشجویان
اسلوونی	جفovernment_type	جمهوری
شینوبو_اوتاکه	شغل	هنرپیشه
استار_وان	ژانر	اسپیس_راک
اتو_ریهاگل	باشگاه_سرمربیگری	باشگاه_فوتبال_زاربروکن
باشگاه_فوتبال_استقلال_تهران_در_فصل_81–1380	حرفtadium	ورزشگاه_آزادی_تهران
کسوف	بازیگران	آلن_دلون
توماس_آکویناس	تأثیرگرفته_از	ارسطو
استار_مدل_پی‌دی	نوع	پیستول_نیمه‌خودکار
سربند	منطقه	شهرستان_رودان
نیروی_هوایی_ارتش_آزادی‌بخش_خلق	هواپیمای_ترابری	شیان_وای-7
سئی	نوع_حاکمان	شهردار
والدیش_اوشکارشدوهتیر	موضوع	زادگان_1950_(میلادی)
آلکس_کالینیکوس	تأثیرگرفته_از	گیورگ_لوکاچ
اکتیویژن	مالک	ویوندی
قزلجه	روستا	شهرستان_ایجرود
اندیس_مس_ایش_پاش	جفenesis	دگرگونی
مارتین_کوش	محل_کار	دانشگاه_وین
الخروب،_الجزایر	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
اندیس_طلای_چاه_موسی	محصول	طلا
هاکوب_موسس	شغل	سیاست‌مدار
دانشگاه_کنتاکی	شهر	لکسینگتون،_کنتاکی
ملاکلا	روستا	شهرستان_محمودآباد
علی_پژوهشگر	ابزار	تمبک
خلیفه‌لو	بخش	کندوان
سکورنیچشت	نوع_حاکمان	شهردار
جاز	خاستگاه_سبکی	بلوز
نورآباد	بخش	گنبد_کاووس
نیکولای_نیکولوف	باشگاه	باشگاه_والیبال_پیکان_تهران
چیهیرین	نوع	کد_پستی
پارک_گلدن_گیت	محل	کالیفرنیا
اهر	شهرستان	آذربایجان_شرقی
چیا_چیائو_لین	راهنمای_رسالهٔ_دکتری	تئودوره_فون_کارمن
هادی_حیدری	زایمان_date	1356
آنتونی_هاپکینز	جایزهٔ_گلدن_گلوب	جایزه_گلدن_گلوب_سیسیل_بی_دمیل
دوور،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
اسماعیل_سلطانیان	موضوع	کارگردان_فیلم
اندیس_انارو	محصول	آهن
جرالد_مک‌رینی	محل_تولد	ایالات_متحده_آمریکا
میسی_فرانکلین	سبک_شنا	شنای_مختلط
میدان_نفتی_ترا_نوا	منطقه	آمریکای_شمالی
میدان_نفتی_کانتارل	منطقه	آمریکای_شمالی
جنرال_الکتریک_اف110	کاربرد_اصلی	گرومن_اف-14_تام‌کت
فرانک_سوئیس	غیر_رسمی_users	بوزینگن_ام_هوشرهاین
فدکس_اکسپرس	قطب_airport	میه
سکیری	گونه	فیلم_اکشن
محمدیه	بخش	شهرستان_شهرضا
صوفی‌وند	منطقه	شهرستان_هرسین
هترودونتوسور	طبقه	خزندگان
شرکت_لوازم_خانگی_کوروش	سال_تولید	1365
سلطان_ابراهیم_میرزا_تیموری	سال_آغاز_سال‌های_فعالیت	794
شرکت_ملی_مناطق_نفت‌خیز_جنوب	شرکت‌های_تابع	شرکت_بهره‌برداری_نفت_و_گاز_مارون
آرنولدو_آلمان	از_رویty	حزب_لیبرال_مشروطه_نیکاراگوئه
مکزیک	سال_جمعیت	2019
تیران_و_کرون	شهرستان	اصفهان
زبان_ترکی_کارامانلی	خانوادهٔ_زبانی	زبان‌های_ترکی
کاسنیان	فسیل_range	ائوسن
اسفندیاری	روستا	شهرستان_دیلم
لتونی	عنوان_حاکم	نخست‌وزیر
دی_کاتلون	صنعت	خرده‌فروشی
شاهزاده_آکی‌شینو	از_رویent	آکی‌هیتو
تو_تنها_نیستی	سعادتious_work	قهرمان
اندیس_مرمریت_پایین_دره	نحوه_تشکیل	دگرگونی
السیجر	مراسم_County	چشر
ریموند_چو	محل_تولد	هنگ_کنگ
دانشگاه_غیرانتفاعی_صنعتی_سبزوار	تأسیس	1372
آغ‌بلاغ	روستایی_district	کوهسار
عبدالهادی_ارغندیوال	مدیریت	حامد_کرزی
سنفورد_کوینتر	بوهاlma_mater	دانشگاه_کلمبیا
ایران_در_جام_جهانی_فوتبال	ورزشگاه	ورزشگاه_موردوویا_آرنا
الهیاری	استان	کردستان_ایران
عبدالملکی	بخش	روداب
دانشگاه_غیرانتفاعی_صنعتی_علم_و_صنعت	تأسیس	1372
سوزان_پیت	محل_تولد	ترنتون
عباس_الفاسی	مذهب	اسلام
نیخار	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
فرودگاه_صحرایی_آماکوسا	شهر	آماکوسا،_کوماموتو
اس_و_ام	ژانر	یورودنس
تامس_وودز	دین	کلیسای_کاتولیک
نمایش_شب	بازیگران	برکین_مایر
دانشگاه_سوره	کشور	ایران
استانبول	نوع_حاکمان	شهردار
جاده_باریک	سبک	پراگرسیو_راک
ارسطو	تأثیرگذار_بر	ابن_هیثم
هرلئو	رهبر_title	شهردار
باشگاه_فوتبال_لاتزیو	تشکیل_date	1900
سرزمین_زابایکالسکی	بنیانگذار_date	2008
شاهزاده_هیساهیتوی_آکی‌شینو	والد	شاهدخت_آکی‌شینو
پرچم_of_the_United_States_Air_Force	هواپیما_tanker	بوئینگ_کی‌سی-46_پگاسوس
ورزشگاه_پامیر	ورزشگاه_خانگی	تیم_ملی_فوتبال_تاجیکستان
لانسلوت	خلق‌کننده	کرتین_دو_تروا
اف_شارپ	شیوه‌	برنامه‌نویسی_دستوری
داوود_منشی‌زاده	حزب	حزب_سومکا
درازپاها	طبقه	کیسه‌داران
ماسیمو_کاررا	موضوع	زادگان_1964_(میلادی)
محمد_باقری_معتمد	محل_اقامت	تهران
آندیوو	منطقهٔ_زمانی	زمان_شرق_آفریقا
جان_رابرت_شریفر	دکتری_advisor	جان_باردین
لویی_اگوست_بلانکی	شغل	انقلابی
آدولف_برژه	اهل	امپراتوری_روسیه
شهرستان_ممسنی	منطقه	بخش_مرکزی_شهرستان_ممسنی
لویستون،_آیداهو	نوع_حاکمان	شهردار
مونییکو	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
آرتور_بریجت	موقعیت	مهاجم
تودور_الکسیف	ملی_team	تیم_ملی_والیبال_مردان_بلغارستان
چارلز_دیکنز	آثار	آرزوهای_بزرگ
لشکر_فاطمیون	متحد_کردن	فرمانده_کل
پی‌ام‌ویکی	سیستم‌عامل	چندسکویی
ساری	لنگuage	زبان_مازندرانی
پاینهرست،_آیداهو	نوع	زیپ‌کد
اندیس_بلوک_C_فارسیان	نوع	مصالح_ساختمانی
پرویز_مظلومی	مدیر_club	باشگاه_فوتبال_مس_کرمان
صادق_هدایت	زمینه_فعالیت	نویسنده
آدری_رینز	آخرین_appearance	یک_روز_دیگر_زنده_بمان
اندیس_آهک_رباطات	محصول_type	مصالح_ساختمانی
راب	بازیگران	لوپه_اونتیوروس
ایگور_کی‌یف	محل_مرگ	کوروستن
تازه‌کند	بخش	شهرستان_سراب
محمد_مزالی	موضوع	نویسندگان_اهل_تونس
رومئو_و_ژولیت	پدیدآور	ویلیام_شکسپیر
کیسه‌داران_همه‌چیزخوار	رده	کیسه‌داران
اندیس_سنگ_تزئینی_لوشتر	جفenesis	سنگ_آهک
حسین‌آباد	منطقه	شهرستان_سمیرم
ناواهو	محل_زندگی_جمعیت	آریزونا
فرودگاه_بین‌المللی_شرمتیوو	آر1-ظاهر	بتن
زینعلی	روستا	شهرستان_بروجرد
دوآب	منطقه	شهرستان_کنگاور
علی‌مردان_خان	بخش	استان_خوزستان
امان_منطقی	محل_دفن	پوتو
جواد_قراب	تاریخ_تولد	1328
سیمان_اصفهان	موقعیت	اصفهان
اوکامی	سیستم‌ها	وی
اندیس_آهک_شاه_نجف	محصول	سنگ_آهک
101_سگ_خالدار	بازیگر	تیم_مک‌اینرنی
زبان_امهری	زبان_رایج_در	اتیوپی
قاجاریان	سرود	سلامتی_دولت_علیه_ایران
فانی_گاتی‌یر	ویکیپراژهای_هدایت_شده	فاني_گاتي_ير
شوسین	دودمان	سلسله_سوم_اور
انتشارات_سروش	سال_تولید	1350
اندیس_آنومالی_درگاه_سلیمان	محصولات	طلا
پل_پینلو	محل_کار	فهرست_نخست‌وزیران_فرانسه
لیسپ	درfluenced	الیکسیر
ظهور_یک_امپراتوری	شرکت_تولید	لجندری_پیکچرز
سوارکاری_در_بازی‌های_المپیک_تابستانی_1976	محل	ورزشگاه_المپیک_مونترآل
کارول_جی_بوبکو	ملیت	ایالات_متحده_آمریکا
سلیمان_یکم	عنوان	فهرست_سلاطین_امپراتوری_عثمانی
قنات_عبدلی،_درمیان	استان	استان_خراسان_جنوبی
ناصر_فربد	محل_تحصیل	دانشگاه_افسری_امام_علی
بارسلون	ایزو_region_code	es
بخش_سده	منطقه	شهرستان_قائنات
شریف	روستا	شهرستان_ایوان
نیکی_رومرو	ژانر	موسیقی_رقص_الکترونیک
حافظ_سید_ریاض_حسین_نجفی	اصلی_interests	اخلاق_اسلامی
تهلو	روستا	شهرستان_بندرعباس
کلوچان	منطقه	شهرستان_حاجی‌آباد
منظریه	منطقه	شهرستان_اردستان
قنات_گلاباد،_سراوان	منطقه	بخش_مرکزی_شهرستان_سراوان
کاساندان	جانشینی	شاهنشاهی_هخامنشی
رودولف_اشتاینر	تأثیرگذار_بر	سال_بلو
بازی‌های_المپیک_تابستانی_1916	شهر	امپراتوری_آلمان
ورزشگاه_استاد_دو_فرانس	مستاجر	تیم_ملی_فوتبال_فرانسه
الگاروه	ناحیه_زمانی_۱	زمان_اروپای_غربی
شگفت‌بندان	پناهگاه	طنابداران
ممل_آمریکایی	بازیگر	گوگوش
فارسی‌زبانان	مذهب	مسیحی
شمس‌آباد	بخش	استان_تهران
آرمان_گیومن	حرکت	امپرسیونیسم
دهبالای_میانشهر	نام	دهبالای_میانشهر
داریوس_واسل	موقعیت	مهاجم
روبر_حسین	محل_تولد	پاریس
موریس_بلوک	درstitution	مدرسه_اقتصاد_لندن
نیستان	بخش	دیهوک
کارولین	اهل	بلژیک
جام_جهانی_فوتبال_1954	داور	فدراسیون_فوتبال_ایتالیا
باوان	توابع	سیلوانه
اندیس_باینوج	محصول	گچ
ائتلاف_آزادی_خلق_متحد	حاکم	مایتریپالا_سیریسنا
سی_شارپ	تایپ_کردن	ایمنی_نوع
تپه‌رش	توابع	روانسر
چن_نینگ_یانگ	زمینه_پژوهش	فیزیک_ذرات
رشیدآباد	منطقه	شهرستان_کوهبنان
گیتار_الکتریک	مورد_مرتبط	گیتار_لید
یان_تیرسن	گونه	موسیقی_کلاسیک
سوپر_جام_اروپا_2013	رویداد_بعدی	سوپر_جام_اروپا_2014
پایگاه_هوایی_کلیموو	سطح_of_runway	بتن
شاپور_یکم	فرزندان	هرمز_یکم
ملالو	شهرستان	کلیبر
پرچم_of_the_United_States_Army	نبرد	جنگ‌های_سرخ‌پوستان
اندیس_منگنز_بیدهند	محصولات	منگنز
محمدرضا_شجریان	گونه	موسیقی_سنتی_ایرانی
پستانداران	وضع‌کنندهٔ_رده	1758
کاترین_دوم_روسیه	همسر	پتر_سوم_روسیه
نمایش‌شناسی_بهرام_بیضایی	منبع	اکبر_رادی
قتیبة_بن_مسلم	استراحت_place	فرغانه
فرهاد_اصلانی	محل_تولد	ایران
اسماعیل	مورد_احترام_in	اسلام
ازمیر	نوع	کد_پستی
نیروهای_ویژه_دریایی_سپاه	نظامی_branch	سپاه_پاسداران_انقلاب_اسلامی
امید_نظامی	نمونه‌ای_از	موزیکالیست
کار_د_لین،_آیداهو	رهبر_title	شهردار
اندیس_بشگفت	نوع_ماده	مصالح_ساختمانی
اندیس_مرمریت_3370	نوع_ماده	مصالح_ساختمانی
جمهوری_اتریش_آلمانی	زبان	زبان_آلمانی
سه_رنگ	محصولion_company	کانال+
حسن_غفوری‌فرد	دین	اسلام
تلویزیون_طلوع	خودing_company	سعد_محسنی
اوته	شهر	قطر
استرئیتا_کاسترو	موضوع	مقاله‌های_ویکی‌پدیا_همراه_شناسه‌های_ISNI
عباس_میرزا	محل_تولد	ایران
یعقوب_علیاری	اعطا_کردن	نشان_فتح
لردز_آو_بلک	سبک	پاور_متال
ترک‌های_آلمان	محل_زندگی_جمعیت	نوردراین-وستفالن
مؤسسه_ملی_سرطان	سازمان_مادر	مؤسسه_ملی_سلامت
فرودگاه_بین‌المللی_لانگکاوی	مالک	دولت_مالزی
توربو	بازیگران	مایا_رودولف
شاهنشاهی_هخامنشی	جفovernment_type	پادشاهی
اینترنت_اشیاء	سال_تولید	1999
کیسه‌داران	حرفubdivision	موش_کور_کیسه‌دار
فرودگاه_امبرار_ونیداد_گاویاو_پیکسوتو	خودer	امبرائر
گاوکوسه	شاخه	طنابداران
مراد_چهارم	استراحت_place	مسجد_سلطان_احمد
سید_جمال‌الدین_گلستانی	درstitution	دانشگاه_صنعتی_شریف
سنای_استرالیا	محل	استرالیا
زئوس_(دی‌سی_کامیکس)	خانهworld	المپ
لیسپ_معمولی	درfluenced	کلوژر
هادی_اسلامی	محل_مرگ	تهران
دانشگاه_پیام_نور_مرکز_بندرعباس	موقعیت	هرمزگان
پل_پنکالاس	واقع_در_in_area	آیزانوی
اندیس_آنومالی_گوگجه	محصول	طلا
تپه_باستانی_قلا	شهرستان	گیلانغرب
کارل_پیرسون	درfluenced	آلبرت_اینشتین
منصورآباد	منطقه	شهرستان_کازرون
زبان_چینی	قومیت	قوم_هان
میریام_جووانلی	موضوع	افراد_زنده
اکبرآباد	ناحیه_زمانی_۱	ساعت_رسمی_ایران
زبان_اشوجی	خانوادهٔ_زبانی	زبان‌های_هندوایرانی
تورنتو_میپل_لیفز	سال_تاسیس	کانادا
برگ_متحرک	سرده	حشرات_برگی
کادیجان	روستایی_district	آغمیون
مجید_خیام‌دار	موضوع	خبرنگار
صفر_نعیمی_رز	محل_تولد	اردبیل
مارسل_پروست	درfluenced	ویرجینیا_وولف
ترنتون	نام	استاندارد_پردازش_اطلاعات_فدرال
بیلی_واکر	پُست	مهاجم
سعید_مالک	سلف	منوچهر_اقبال
نیکلای_دوم_روسیه	جانشینی	فهرست_شاهان_روسیه
باقرآباد	روستا	شهرستان_اردستان
سین‌آباد	بخش	شهرستان_بروجرد
اس‌تی‌اس-101	خدمه_member	یوری_اوساچوف
چارلز_تیلور	تأثیرگرفته_از	گئورگ_ویلهلم_فریدریش_هگل
برت_فورتل	موضوع	زادگان_1924_(میلادی)
هنگ‌چینه	شهرستان	ایران
هاینریش_اوتو_ویلند	بوهاlma_mater	دانشگاه_لودویگ_ماکسیمیلیان_مونیخ
پرستون،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
ستاد_اجرایی_فرمان_امام	کشور	ایران
مرگ_سایه‌ای_دارد	طرف_دیگر	من_هرگز_با_مرد_مرده_ملاقات_نکردم
صاریغ_موشی	فهرست_زیرطبقه‌های_آرایه‌شناختی	موش‌صاریغ‌ها
فرودگاه_ایژفسک	محل	ایژوسک
منطقه_خلیج_سانفرانسیسکو	از_رویt	فریمانت،_کالیفرنیا
پال_کواچ	ورزش	شمشیربازی
پایت،_آیداهو	نوع	زیپ‌کد
کریستوفر_لی	نبرد	نبرد_مونته_کاسینو
گاسوسور	فسیل_range	ژوراسیک
کریستوفر_لی	نبرد	جنگ_جهانی_دوم
فرودگاه_بارنائول	آر1-ظاهر	بتن
تهران	بخش	بخش_مرکزی_شهرستان_تهران
بروک_هوگان	ژانر	دنس_پاپ
مبارزه_کارگران	مستقر_by	دیوید_کورنر
دهستان_دامنکوه	بخش	شهرستان_اسفراین
داسپلتوسور	ردهٔ_زیرطبقه‌‌های_آرایه‌شناختی	گونه
محمدیه	بخش	شهرستان_فلاورجان
ورزشگاه_المپیک_مونیخ	نوع_زمین	چمن_مصنوعی
بورشه	رهبر_title	شهردار
اندیس_آنومالی_چشمه_سیر	محصول	طلا
کیریاس_جول،_نیویورک	نام	استاندارد_پردازش_اطلاعات_فدرال
بزمجه_بنگال	طبقه	خزندگان
مرضیه_برومند	موضوع	هنرپیشه
عباس‌آباد	روستا	شهرستان_قلعه‌گنج
فینیکس_سانز	مکان	فینیکس،_آریزونا
فرودگاه_سیبای	مکان	سیبای
کروگر	کلید_person	دیوید_دیلون
کلیدبر	توابع	شهرستان_لنگرود
زنان_امروز	زبان	زبان_فارسی
بیژن‌آباد	روستا	شهرستان_رودبار
فاکس	تصویر_format	اس‌دی‌تی‌وی
لوسرن	همسایه_municipality	کریئن
وین_پالمر	آخرین_appearance	24
جین_اسمیت	محل_تولد	منهتن
راه_طی‌شده	بازیگران	امیر_آقایی
هارلد_پیرسن	محل_تولد	تم‌وورث،_استافوردشایر
سلمانیه	روستا	شهرستان_جیرفت
حزب_مردم	عبادت	سلطنت‌طلب
شهرستان_حاجی‌آباد	منطقه	بخش_مرکزی_شهرستان_حاجی‌آباد
سیراب	توابع	شهرستان_رفسنجان
پیرانا	کارگردان	جو_دانته
سونیا_گاندی	محل_تحصیل	کنگره_ملی_هند
ویلهلم_اونه‌زورگه	محل_تولد	امپراتوری_آلمان
فیلیپ_راث	تحصیلات	دانشگاه_بوکنل
بن_جانستون	گونه	موسیقی_کلاسیک_معاصر
نگار_(هنرپیشه)	ویکیپراژهای_هدایت_شده	سیما_حاجی_خانی
گیاه	فهرست_زیرطبقه‌های_آرایه‌شناختی	سنگ‌خزه‌تباران
اندیس_قره_زاغ_2	جفenesis	دگرگونی
نازنین_کانتراکتور	نمونه‌ای_از	پerson
فرودگاه_اسمولنسک	محل	اسمولنسک
اس‌تی‌اس-51-سی	عضو_خدمه	کن_متینگلی
جواد_قراب	زایمان_date	1328
سنترال_پارک	محل	پرت
دانشگاه_کاشان	تأسیس	1352
کلیسای_جامع_سنت_ساوا	محل	بلگراد
علی_عبدالرازق	حریف	محمد_رشید_رضا
اندیس_فلدسپات	جفenesis	دگرگونی
ان_(خواننده)	موضوع	اهالی_چانگ‌وون
وسمق	بخش	استان_مرکزی
کاپادوکیه	منطقه	فهرست_میراث_جهانی_یونسکو_در_اروپا
نورجهان	والد	میرزا_غیاث_بیگ
قنات	بخش	استان_بوشهر
قشلاق	بخش	شهرستان_گرمسار
خط_4_متروی_تهران	مالک	متروی_تهران
فاتح_عزت‌پور	زمینه_فعالیت	خوشنویسی
ایزی_استیونز	ایفای_نقش_توسط	کاترین_هیگل
جوسه_انریکه_مویال	رشتهٔ_دانشگاهی	آمار
مرتضی_عقیلی	زمینه_فعالیت	هنرپیشه
میچ_مکانل	حرفpouse	ایلین_چاو
فیلاندر_پا-سرخ	شاخه	طنابداران
یانا_کیم	محل_تولد	بوچئون
اندیس_تنگستن_سنقر	محصولات	تنگستن
قشلاق	توابع	شهرستان_سیاهکل
قو	راسته	غازسانان
هتل_ترانسیلوانیا	بازیگران	آدام_سندلر
میرمحله	روستا	شهرستان_ماسال
سرچشمه	روستا	شهرستان_لاهیجان
یونس	محل_مرگ	ملبورن
ولونتر	نوع_حاکمان	شهردار
هولو	شرکت_type	مشارکت_انتفاعی
نمره_اخلاق_صفر	زبان	زبان_فرانسوی
تتون،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
کلوژر	درfluenced_by	ارلنگ
فرودگاه_ایژفسک	آر1-ظاهر	بتن
دم‌قرمزها	کشور	ایالات_متحده_آمریکا
سرزمین_ادلی	سرود	سرود_ملی_فرانسه
میرحسین_موسوی	سلف	محمدعلی_رجایی
روبیک_منصوری	محل_تولد	ایران
کلیک	روستا	شهرستان_نوشهر
شرکت_مخابرات_ایران	موقعیت	تهران
تاونتون	منطقه	تاونتون_دین
فلای‌بی	هدف_airport	فرودگاه_جرزی
تلویزیون_طلوع	شبکهٔ_خواهر	تلویزیون_لمر
پل_کروگر	محل_استراحت	پرتوریا
مقصدی_تعیین_نشده_است	سبک	پاور_متال
تیم_متحد_آلمان	حرفummerappearances	بازی‌های_المپیک_تابستانی_1960
دیوید_کوهل	درstitution	دانشگاه_پنسیلوانیا
سبزها_–_سبزهای_آلترناتیو	عبادت	سیاست‌های_سبز
مارگارت_سنگستر	محل_تولد	نیو_راشل،_نیویورک
بن_جانسن	درfluenced_by	ویلیام_کامدن
فرودگاه_بین‌المللی_کوچینگ	قطب_airport	ایرآسیا
حسن_غفوری‌فرد	محل_تولد	تهران
باشگاه_فوتبال_فجر_شهید_سپاسی_شیراز	لیگ	لیگ_آزادگان
پراگرسیو_راک	موسیقی_subgenre	پراگرسیو_متال
جانی_گرینوود	وابسته_act	ریدیوهد
سبزآباد	توابع	سمیرم
کوانگ‌میونگ‌سونگ-2	مرجع_مدار	مدار_زمین‌مرکزی
فرانسیس_پاوسون	پُست	مهاجم
کارولین_اوئلت	محل_تولد	کانادا
داریوش_رحمانیان	زمینهٔ_فعالیت	نویسنده
رزان	بخش	شهرستان_کهنوج
های_ویکام	کشور	باکینگهام‌شر
روپونگی	محله‌های	توکیو
زبان_کومائونی	خانوادهٔ_زبانی	زبان‌های_هندوایرانی
الهه_حصاری	شغل	مربی
باشگاه_فوتبال_نساجی_مازندران	سرمربی	علیرضا_اسدی
هیدابورگ،_آلاسکا	نوع	زیپ‌کد
پوگانل	عنوان_حاکم	شهردار
ویوکاناندا	درfluenced	نیکولا_تسلا
حجاز	قسمت	استان_مدینه
استان_تولا	نوع	فهرست_شهرهای_روسیه
سازمان_فناوری_اطلاعات_ایران	مقر	تهران
فوتبال_در_بازی‌های_المپیک_تابستانی_2016_–_مسابقات_مردان	داور	سزار_آرتورو_راموس
شهر_مرزی	بازیگران	جنیفر_لوپز
رالف_فیلیپ_بواس	محل_کار	دانشگاه_نورت‌وسترن
کپسول_اکسیژن	تولید‌کننده	تجهیزات_پزشکی_پیشرفته_ایران
آدام_سندلر	شغل	تهیه‌کننده
فرودگاه_صحرایی_ارتشی_ای_پی_هیل	خودer	پرچم_of_the_United_States_Army
آلمان_شرقی	سرمایه	برلین_شرقی
قطب‌الدین_ایبک	دین	اسلام
استونی	زبان	زبان_استونیایی
ایستگاه_متروی_تئاتر_شهر	خط	متروی_تهران
سلیمان_یکم	کودک	شاهزاده_بایزید
سیما_مافیها	گونه	موسیقی_سنتی_ایرانی
حسین‌آباد	روستا	شهرستان_لنگرود
جام_ملت‌های_آفریقا_1998	داور	اتحادیه_فوتبال_آفریقای_جنوبی
قنات_کنیف،_سربیشه	کشور	ایران
موکه	توابع	سقز
نبرد_رودخانه	قسمتی‌از	حمله_اعراب_به_ایران
ران_وایت	محل_تولد	تگزاس
فرودگاه_کوندینسکویه	متصدی	نیروی_هوایی_روسیه
دایناسور	وضع‌کنندهٔ_راسته	ریچارد_اوون
کارولین_اوئلت	محل_تولد	مونترآل
مایک_پورتنوی	تاریخ_تولد	لانگ_بیچ،_نیویورک
آلفرد_شوارتزمان	نظامی_branch	لوفت‌وافه
استیو_بول	محل_تولد	میدلندز_غربی
دریای_سیبری_شرقی	basin_countries	ایالات_متحده_آمریکا
موتورولا	تأسیس	1928
هلنه_وایگل	محل_تولد	وین
ولز	نوع_حاکمان	وزیر
سکندر_لودی	مرگ_date	21_نوامبر
لاکهید_کورپوریشن	مقر	بربنک،_کالیفرنیا
لینستر_راگبی	موسس_باشگاه	گروهی_از_بازیکنان_دوبلین
کنیا	نوع_حکومت	جمهوری
بریتانیا	رهبر_name	ترزا_می
دنبال_کردن_پیاده‌روها	اثر_بعدی	شانه_سرد
شاخوره	منطقهٔ_زمانی	00+
اندیس_ساریلیخ	محصولات	جیوه
احمد_تفضلی	محل_تولد	اصفهان
اورتون	سال_تاسیس	انگلیس
مارتا_مینو	محل_تحصیل	دانشگاه_هاروارد
اربابان_جنگ	سکوی_رایانش	مایکروسافت_ویندوز
ادگلی،_داکوتای_شمالی	نوع	زیپ‌کد
حسین_سلیمی	مذهب	اسلام
لوفت‌هانزا	قطب_airport	فرودگاه_بین‌المللی_فرانکفورت
پخش‌کننده_MP3	تولید‌کننده	الکترونیک_خاورمیانه
سعادت‌آباد	بخش	شهرستان_خرم‌بید
سروندان	روستا	شهرستان_رستم
اسنوپ_داگ	وابسته_act	ویز_خلیفا
دانیل_خارمس	درfluenced_by	لوئیس_کارول
دشتوییه	توابع	حاجی‌آباد
مروارید_خلیج_فارس	زبان	زبان_ایتالیایی
سایه_سلطان	کارگردان	مرتضی_آتش_زمزم
اسب	طبقه	پستانداران
شرکت_خدمات_مسافرتی_قصر_طلایی	موقعیت	تهران
ییژی_بارتا	ویکیپراژهای_هدایت_شده	ييژي_بارتا
چاه_انجیر	بخش	استان_کرمان
استلان_اسکارشگورد	محل_تولد	یوتبری
چاه_گزی	روستا	شهرستان_مهر
حدیث_میرامینی	محل_اقامت	تهران
تیم_ملی_فوتبال_جزایر_کیمن	کنفدراسیون	آمریکای_شمالی
گاسپارینازار	فسیل_range	کرتاسه
بیگ_لیک،_مینه‌سوتا	نام	استاندارد_پردازش_اطلاعات_فدرال
شیرآباد	توابع	شهرستان_زاهدان
دانشگاه_ینا	ایالت	تورینگن
فرار	بازیگر	حسین_شهاب
امپوریا،_کانزاس	نوع	شهر
عبدالله_بن_جعفر	محل_اقامت	مدینه
سلستین	ساختار‌_بلوری	دستگاه_بلوری_راست‌لوزی
حسین_علاء	جانشین	منوچهر_اقبال
کریم‌آباد	منطقه	شهرستان_مینودشت
امیر_ارسلان_نامدار	بازیگر	حسین_محسنی
سردار_همایون	دین	اسلام
زبان_لاسگردی	زبان_رایج_در	ایران
سوزوکی_کیزاشی	طرح	موتور_جلو
مجموعه_تنیس_رشت	نوع_ورزشگاه	مجموعه_تنیس
علی_دایی	موضوع	مدال‌آوران_طلا_بازی‌های_آسیایی_اهل_ایران
فرح‌آباد	شهرستان	خواف
امپراتوری_روسیه	مذهب	کلیسای_حواری_ارمنی
دبی	جفovernment_type	پادشاهی_مشروطه
جام_ملت‌های_آفریقا_1986	حرفtadium	ورزشگاه_بین‌المللی_قاهره
آلکس_کالینیکوس	اصلی_interest	اقتصاد_سیاسی
مادآباد	توابع	رزن
علی_جباری	تیم	باشگاه_فوتبال_استقلال_تهران
فولاد_کاویان	موقعیت	اهواز
هرکول	موسیقی_composer	آلن_منکن
بوکا	بخشی_از	استان_چهارمحال_و_بختیاری
جام_خیریه_انگلستان_2006	رویداد_قبلی	جام_خیریه_انگلستان_2005
محمدرضا_شجریان	آثار	راست‌پنجگاه
هاوارد_ویلسون_امونس	دانشگاهی_discipline	فیزیک
ابکاسه	توابع	فسا
بوداپست	است_،_part_of	مجارستان
فرودگاه_اکاتی	سطح_باند	شن
زبان_هریانوی	خانواده	زبان‌های_هندوایرانی
ماریا_ترزا،_اتریش	لقب	بوهم
درخشش_زادگاه	متعاقب_work	دنبال_کردن_پیاده‌روها
ژرژ_دومزیل	مرگ_date	1986
خرم‌آباد	روستایی_district	دشت
حزب_خران	دفتر_مرکزی	کرمانشاه
دریای_عرب	basin_countries	پاکستان
خیرآباد	توابع	شهرستان_کرمان
شاه_عباس_بزرگ	مدفن	امامزاده_حبیب_بن_موسی
نمایش_بیش_از_حد	اثر_قبلی	سراسر_دست
آلدوس_هاکسلی	نویسنده	دنیای_قشنگ_نو
چیزهای_عجیب	پدیدآور	برادران_دافر
خوشاب	روستا	شهرستان_سنندج
کارلو_اسکونامیلیو	پیش_از	نیکولا_مانچینو
باشگاه_ورزشی_السد	جفround	دوحه
راگبی_با_ویلچر	بازی_اول	1977
استان_کوتوپاکسی	نوع	فهرست_شهرهای_اکوادور
جروسکیپو	عنوان_حاکم	شهردار
سودتلیا	منطقهٔ_زمانی	زمان_اروپای_مرکزی
قاسم‌آباد	توابع	تاکستان
